l_russian:
 PROV1:0 "Рим"
 PROV5730:0 "Гибернийское море"
 PROV5731:0 "Гибернийское море"
 PROV5732:0 "Гибернийское море"
 PROV5733:0 "Гибернийское море"
 PROV5734:0 "Гибернийское море"
 PROV5735:0 "Гибернийское море"
 PROV5736:0 "Гибернийское море"
 PROV5737:0 "Гибернийское море"
 PROV5738:0 "Гибернийское море"
 PROV5739:0 "Гибернийское море"
 PROV5740:0 "Гибернийское море"
 PROV5741:0 "Атлантический океан"
 PROV5742:0 "Атлантический океан"
 PROV5743:0 "Атлантический океан"
 PROV5744:0 "Гибернийское море"
 PROV5745:0 "Вергинийское море"
 PROV5746:0 "Атлантический океан"
 PROV5747:0 "Атлантический океан"
 PROV5748:0 "Атлантический океан"
 PROV5749:0 "Атлантический океан"
 PROV5750:0 "Атлантический океан"
 PROV5751:0 "Атлантический океан"
 PROV5752:0 "Атлантический океан"
 PROV5753:0 "Атлантический океан"
 PROV5754:0 "Атлантический океан"
 PROV5755:0 "Атлантический океан"
 PROV5756:0 "Атлантический океан"
 PROV5757:0 "Атлантический океан"
 PROV5758:0 "Атлантический океан"
 PROV5759:0 "Атлантический океан"
 PROV5760:0 "Атлантический океан"
 PROV5761:0 "Атлантический океан"
 PROV5762:0 "Атлантический океан"
 PROV5763:0 "Атлантический океан"
 PROV5764:0 "Атлантический океан"
 PROV5765:0 "Атлантический океан"
 PROV5766:0 "Атлантический океан"
 PROV5767:0 "Оркадское море"
 PROV5768:0 "Северное море"
 PROV5769:0 "Северное море"
 PROV5770:0 "Северное море"
 PROV5771:0 "Северное море"
 PROV5772:0 "Северное море"
 PROV5773:0 "Северное море"
 PROV5774:0 "Северное море"
 PROV5775:0 "Германское море"
 PROV5776:0 "Германское море"
 PROV5777:0 "Германское море"
 PROV5778:0 "Германское море"
 PROV5779:0 "Германское море"
 PROV5780:0 "Германское море"
 PROV5781:0 "Германское море"
 PROV5782:0 "Флевское озеро"
 PROV5783:0 "Германское море"
 PROV5784:0 "Германское море"
 PROV5785:0 "Германское море"
 PROV5786:0 "Германское море"
 PROV5787:0 "Северное море"
 PROV5788:0 "Северное море"
 PROV5789:0 "Германское море"
 PROV5790:0 "Германское море"
 PROV5791:0 "Германское море"
 PROV5792:0 "Германское море"
 PROV5793:0 "Северное море"
 PROV5794:0 "Германское море"
 PROV5795:0 "Северное море"
 PROV5796:0 "Северное море"
 PROV5797:0 "Северное море"
 PROV5798:0 "Германское море"
 PROV5799:0 "Северное море"
 PROV5800:0 "Северное море"
 PROV5801:0 "Северное море"
 PROV5802:0 "Германское море"
 PROV5803:0 "Германское море"
 PROV5804:0 "Германское море"
 PROV5805:0 "Северное море"
 PROV5806:0 "Северное море"
 PROV5807:0 "Германское море"
 PROV5808:0 "Германское море"
 PROV5809:0 "Германское море"
 PROV5810:0 "Германское море"
 PROV5811:0 "Северное море"
 PROV5812:0 "Северное море"
 PROV5813:0 "Северное море"
 PROV5814:0 "Германское море"
 PROV5815:0 "Германское море"
 PROV5816:0 "Северное море"
 PROV5817:0 "Северное море"
 PROV5818:0 "Северное море"
 PROV5819:0 "Северное море"
 PROV5820:0 "Северное море"
 PROV5821:0 "Северное море"
 PROV5822:0 "Северное море"
 PROV5823:0 "Северное море"
 PROV5824:0 "Северное море"
 PROV5825:0 "Северное море"
 PROV5826:0 "Северное море"
 PROV5827:0 "Сарматский океан"
 PROV5828:0 "Северное море"
 PROV5829:0 "Сарматский океан"
 PROV5830:0 "Северное море"
 PROV5831:0 "Сарматский океан"
 PROV5832:0 "Сарматский океан"
 PROV5833:0 "Сарматский океан"
 PROV5834:0 "Сарматский океан"
 PROV5835:0 "Сарматский океан"
 PROV5836:0 "Сарматский океан"
 PROV5837:0 "Сарматский океан"
 PROV5838:0 "Сарматский океан"
 PROV5839:0 "Сарматский океан"
 PROV5840:0 "Сарматский океан"
 PROV5841:0 "Сарматский океан"
 PROV5842:0 "Сарматский океан"
 PROV5843:0 "Сарматский океан"
 PROV5844:0 "Сарматский океан"
 PROV5845:0 "Сарматский океан"
 PROV5846:0 "Сарматский океан"
 PROV5847:0 "Сарматский океан"
 PROV5848:0 "Эовийское море"
 PROV5849:0 "Сарматский океан"
 PROV5850:0 "Сарматский океан"
 PROV5851:0 "Сарматский океан"
 PROV5852:0 "Сарматский океан"
 PROV5853:0 "Сарматский океан"
 PROV5854:0 "Сарматский океан"
 PROV5855:0 "Сарматский океан"
 PROV5856:0 "Сарматский океан"
 PROV5857:0 "Готское море"
 PROV5858:0 "Сарматский океан"
 PROV5859:0 "Сарматский океан"
 PROV5860:0 "Сарматский океан"
 PROV5861:0 "Готское море"
 PROV5862:0 "Готское море"
 PROV5863:0 "Сарматский океан"
 PROV5864:0 "Сарматский океан"
 PROV5865:0 "Миртосское море"
 PROV5866:0 "Забендер"
 PROV5867:0 "Сутрандер"
 PROV5868:0 "Лотин"
 PROV5869:0 "Маграй"
 PROV5870:0 "Курема"
 PROV5871:0 "Зарем"
 PROV5872:0 "Шиеч"
 PROV5873:0 "Моллюч"
 PROV5874:0 "Рекрассия"
 PROV5875:0 "Ашаум"
 PROV5876:0 "Сечтра"
 PROV5877:0 "Эним"
 PROV5878:0 "Атар"
 PROV5879:0 "Гиория"
 PROV5880:0 "Рута"
 PROV5881:0 "Гиечк"
 PROV5882:0 "Мультен"
 PROV5883:0 "Форс"
 PROV5884:0 "Катыс"
 PROV5885:0 "Муйксита"
 PROV5886:0 "Аккей"
 PROV5887:0 "Башкра"
 PROV5888:0 "Течка"
 PROV5889:0 "Донол"
 PROV5890:0 "Микон"
 PROV5891:0 "Аврар"
 PROV5892:0 "Сечем"
 PROV5893:0 "Креаш"
 PROV5894:0 "Кита"
 PROV5895:0 "Виникка"
 PROV5896:0 "Сарден"
 PROV5897:0 "Ирбент"
 PROV5898:0 "Шачел"
 PROV5899:0 "Гура"
 PROV5900:0 "Дрина"
 PROV5901:0 "Порач"
 PROV5902:0 "Реама"
 PROV5903:0 "Гоннема"
 PROV5904:0 "Милла"
 PROV5905:0 "Иска"
 PROV5906:0 "Ворена"
 PROV5907:0 "Таксаты"
 PROV5908:0 "Гьяшеч"
 PROV5909:0 "Нором"
 PROV5910:0 "Увра"
 PROV5911:0 "Уш"
 PROV5912:0 "Азгар"
 PROV5913:0 "Нассин"
 PROV5914:0 "Холан"
 PROV5915:0 "Алсита"
 PROV5916:0 "Чевка"
 PROV5917:0 "Йоннав"
 PROV5918:0 "Чрода"
 PROV5919:0 "Курнск"
 PROV5920:0 "Эрмель"
 PROV5921:0 "Абач"
 PROV5922:0 "Куметта"
 PROV5923:0 "Ачтаб"
 PROV5924:0 "Волна"
 PROV5925:0 "Крайн"
 PROV5926:0 "Дузея"
 PROV5927:0 "Варир"
 PROV5928:0 "Нечек"
 PROV5929:0 "Жодын"
 PROV5930:0 "Хуруир"
 PROV5931:0 "Скатар"
 PROV5932:0 "Манар"
 PROV5933:0 "Вильда"
 PROV5934:0 "Агрея"
 PROV5935:0 ""
 PROV5936:0 ""
 PROV5937:0 ""
 PROV5938:0 ""
 PROV5939:0 ""
 PROV5940:0 ""
 PROV5941:0 ""
 PROV5942:0 ""
 PROV5943:0 ""
 PROV5944:0 ""
 PROV5945:0 ""
 PROV5946:0 ""
 PROV5947:0 "Гарама"
 PROV5948:0 "Кидам"
 PROV5949:0 ""
 PROV5950:0 ""
 PROV5951:0 ""
 PROV5952:0 ""
 PROV5953:0 ""
 PROV5954:0 ""
 PROV5955:0 ""
 PROV5956:0 ""
 PROV5957:0 ""
 PROV5958:0 "Гималайское нагорье"
 PROV5959:0 ""
 PROV5960:0 ""
 PROV5961:0 ""
 PROV5962:0 "Каракорум"
 PROV5963:0 ""
 PROV5964:0 ""
 PROV5965:0 ""
 PROV5966:0 ""
 PROV5967:0 ""
 PROV5968:0 ""
 PROV5969:0 ""
 PROV5970:0 ""
 PROV5971:0 ""
 PROV5972:0 ""
 PROV5973:0 ""
 PROV5974:0 ""
 PROV5975:0 ""
 PROV5976:0 ""
 PROV5977:0 ""
 PROV5978:0 ""
 PROV5979:0 ""
 PROV5980:0 ""
 PROV5981:0 ""
 PROV5982:0 ""
 PROV5983:0 "Сабатинское озеро"
 PROV5984:0 "Высокий Атлас"
 PROV5985:0 "Внутренняя Мавретания"
 PROV5986:0 "Средний Атлас"
 PROV5987:0 "Маврское плато"
 PROV5988:0 ""
 PROV5989:0 "Тентий"
 PROV5990:0 ""
 PROV5991:0 "Голая"
 PROV5992:0 "Агвила"
 PROV5993:0 "Киренаика"
 PROV5994:0 "Филотерийская пустыня"
 PROV5995:0 "Парвийский оазис"
 PROV5996:0 ""
 PROV5997:0 ""
 PROV5998:0 ""
 PROV5999:0 ""
 PROV6000:0 "Уппакра"
 PROV6001:0 "Свимрарос"
 PROV6002:0 "Гутисбо"
 PROV6003:0 "Бергио"
 PROV6004:0 "Бургундархольм"
 PROV6005:0 "Ванг"
 PROV6006:0 "Боргамо"
 PROV6007:0 "Меоре"
 PROV6008:0 "Теустия"
 PROV6009:0 "Эовия"
 PROV6010:0 "Винета"
 PROV6011:0 "Феруирия"
 PROV6012:0 "Конгелле"
 PROV6013:0 "Гаутиготия"
 PROV6014:0 "Финнаиты"
 PROV6015:0 "Вариния"
 PROV6016:0 "Тветум"
 PROV6017:0 "Витала"
 PROV6018:0 "Вист"
 PROV6019:0 "Викбо"
 PROV6020:0 "Кинда"
 PROV6021:0 "Аска"
 PROV6022:0 "Хио"
 PROV6023:0 "Готалия"
 PROV6024:0 "Ране"
 PROV6025:0 "Рагнарикия"
 PROV6026:0 "Мириквидуи"
 PROV6027:0 "Тиведия"
 PROV6028:0 "Арбугы"
 PROV6029:0 "Рекарне"
 PROV6030:0 "Бирка"
 PROV6031:0 "Арозия"
 PROV6032:0 "Броборг"
 PROV6033:0 "Врине"
 PROV6034:0 "Танум"
 PROV6035:0 "Виновилотия"
 PROV6036:0 "Рания"
 PROV6037:0 "Раумарики"
 PROV6038:0 "Лингум"
 PROV6039:0 "Гранния"
 PROV6040:0 "Аугандзия"
 PROV6041:0 "Этельругия"
 PROV6042:0 "Евниксия"
 PROV6043:0 "Аротия"
 PROV6044:0 ""
 PROV6065:0 "Граника"
 PROV6066:0 "Уткеннита"
 PROV6067:0 "Алконет"
 PROV6068:0 "Хурра"
 PROV6069:0 "Госфиния"
 PROV6070:0 "Лечта"
 PROV6071:0 "Шетигк"
 PROV6072:0 "Юкта"
 PROV6073:0 "Воннет"
 PROV6074:0 "Тиерси"
 PROV6075:0 "Мечкехт"
 PROV6076:0 "Круэнг"
 PROV6077:0 "Ганилкатта"
 PROV6078:0 "Нотги"
 PROV6079:0 "Врянк"
 PROV6080:0 "Ошка"
 PROV6081:0 "Киртик"
 PROV6082:0 "Донц"
 PROV6083:0 "Виркетин"
 PROV6084:0 "Шеч"
 PROV6085:0 "Тумин"
 PROV6086:0 "Воляцс"
 PROV6087:0 "Хкар"
 PROV6088:0 "Кмехич"
 PROV6089:0 "Вурдант"
 PROV6090:0 "Сития"
 PROV6091:0 "Аггриг"
 PROV6092:0 "Гелц"
 PROV6093:0 "Мангил"
 PROV6094:0 "Акхынт"
 PROV6095:0 "Шишкари"
 PROV6096:0 "Виелинат"
 PROV6097:0 "Килханег"
 PROV6098:0 "Окраент"
 PROV6099:0 "Онскоэт"
 PROV6100:0 "Хкраният"
 PROV6101:0 "Зета"
 PROV6102:0 "Корулин"
 PROV6103:0 "Ващка"
 PROV6104:0 "Маске"
 PROV6105:0 "Гоноска"
 PROV6106:0 "Джир"
 PROV6107:0 "Крешцек"
 PROV6108:0 "Мната"
 PROV6109:0 "Соэ"
 PROV6110:0 "Эхкере"
 PROV6111:0 "Ротила"
 PROV6112:0 "Шелера"
 PROV6113:0 "Муйка"
 PROV6114:0 "Селб"
 PROV6115:0 "Ахграника"
 PROV6116:0 "Сьютграт"
 PROV6117:0 "Агграт"
 PROV6118:0 "Кин"
 PROV6119:0 "Скинтара"
 PROV6120:0 "Волг"
 PROV6121:0 "Ойкец"
 PROV6122:0 "Сялите"
 PROV6123:0 "Шучшек"
 PROV6124:0 "Сити"
 PROV6125:0 "Мачиеккит"
 PROV6126:0 "Ратикгот"
 PROV6127:0 "Ньецкор"
 PROV6128:0 "Зех"
 PROV6129:0 "Дьенал"
 PROV6130:0 "Вурд"
 PROV6131:0 "Женна"
 PROV6132:0 "Сольоц"
 PROV6133:0 "Диргет"
 PROV6134:0 "Аннике"
 PROV6135:0 "Тенсе"
 PROV6136:0 "Скуртиск"
 PROV6137:0 "Войнор"
 PROV6138:0 "Гарт"
 PROV6139:0 "Кьяккам"
 PROV6140:0 "Тахент"
 PROV6141:0 "Энке"
 PROV6142:0 "Гасетт"
 PROV6143:0 "Агонор"
 PROV6144:0 "Иш"
 PROV6145:0 "Йоттор"
 PROV6146:0 "Эга"
 PROV6147:0 "Рути"
 PROV6148:0 "Нинт"
 PROV6149:0 "Гахко"
 PROV6150:0 "Кихкьенгра"
 PROV6151:0 "Алхиент"
 PROV6152:0 "Килгад"
 PROV6153:0 "Улдан"
 PROV6154:0 "Ринек"
 PROV6155:0 "Киско"
 PROV6156:0 "Айхкохна"
 PROV6157:0 "Шгаритат"
 PROV6158:0 "Униге"
 PROV6159:0 "Стат"
 PROV6160:0 "Верхин"
 PROV6161:0 "Яккант"
 PROV6162:0 "Игаст"
 PROV6163:0 "Вьоноц"
 PROV6164:0 "Шчор"
 PROV6165:0 "Вел"
 PROV6166:0 "Гиронес"
 PROV6167:0 "Стетта"
 PROV6168:0 "Ушкан"
 PROV6169:0 "Верии"
 PROV6170:0 "Долом"
 PROV6171:0 "Галлиг"
 PROV6172:0 "Урон"
 PROV6173:0 "Ситачка"
 PROV6174:0 "Скитте"
 PROV6175:0 "Шашча"
 PROV6176:0 "Молон"
 PROV6177:0 "Ишкенк"
 PROV6178:0 "Ганка"
 PROV6179:0 "Йоро"
 PROV6180:0 "Вигрия"
 PROV6181:0 "Ачкач"
 PROV6182:0 "Игкой"
 PROV6183:0 "Юти"
 PROV6184:0 "Йоволат"
 PROV6185:0 "Олло"
 PROV6186:0 "Ургенх"
 PROV6187:0 "Жутикка"
 PROV6188:0 "Вирни"
 PROV6189:0 "Арн"
 PROV6190:0 "Кичпа"
 PROV6191:0 "Ханг"
 PROV6192:0 "Сютнич"
 PROV6193:0 "Жев"
 PROV6194:0 "Уржев"
 PROV6195:0 "Урволат"
 PROV6196:0 "Волат"
 PROV6197:0 "Ургно"
 PROV6198:0 "Ургаст"
 PROV6199:0 "Идолог"
 PROV6200:0 "Урвел"
 PROV6201:0 "Агарите"
 PROV6202:0 "Иркант"
 PROV6203:0 "Галат"
 PROV6204:0 "Ургалат"
 PROV6205:0 "Уйоро"
 PROV6206:0 "Кецк"
 PROV6207:0 "Урвийгра"
 PROV6208:0 "Хочи"
 PROV6209:0 "Идомор"
 PROV6210:0 "Генарча"
 PROV6211:0 "Ургенарча"
 PROV6212:0 "Игрре"
 PROV6213:0 "Ачхакш"
 PROV6214:0 "Жуна"
 PROV6215:0 "Ургат"
 PROV6216:0 "Вялке"
 PROV6217:0 "Огрон"
 PROV6218:0 "Менничак"
 PROV6219:0 "Уйенник"
 PROV6220:0 "Уриенник"
 PROV6221:0 "Желк"
 PROV6222:0 "Аржахк"
 PROV6223:0 "Хоролац"
 PROV6224:0 "Вингад"
 PROV6225:0 "Монок"
 PROV6226:0 "Урмонок"
 PROV6227:0 "Зале"
 PROV6228:0 "Аржале"
 PROV6229:0 "Хоннт"
 PROV6230:0 "Архоннт"
 PROV6231:0 "Ашина"
 PROV6232:0 "Щелац"
 PROV6233:0 "Урщелац"
 PROV6234:0 "Мяник"
 PROV6235:0 "Анаккеста"
 PROV6236:0 "Фором"
 PROV6237:0 "Арфором"
 PROV6238:0 "Архаон"
 PROV6239:0 "Сита"
 PROV6240:0 "Ассула"
 PROV6241:0 "Мастикат"
 PROV6242:0 "Сено"
 PROV6243:0 "Ворта"
 PROV6244:0 "Канале"
 PROV6245:0 "Миттерия"
 PROV6246:0 "Венулия"
 PROV6247:0 "Соттика"
 PROV6248:0 "Бонава"
 PROV6249:0 "Келавира"
 PROV6250:0 "Арха"
 PROV6251:0 "Гала"
 PROV6252:0 "Гистрина"
 PROV6253:0 "Мавар"
 PROV6254:0 "Донария"
 PROV6255:0 "Донар"
 PROV6256:0 "Венедиана"
 PROV6257:0 "Малика"
 PROV6258:0 "Кариала"
 PROV6259:0 "Ургана"
 PROV6260:0 "Фолла"
 PROV6261:0 "Софина"
 PROV6262:0 "Варкрет"
 PROV6263:0 "Шурита"
 PROV6264:0 "Вината"
 PROV6265:0 "Горидева"
 PROV6266:0 "Горион"
 PROV6267:0 "Маранот"
 PROV6268:0 "Венидева"
 PROV6269:0 "Гурала Венедская"
 PROV6270:0 "Мантора"
 PROV6271:0 "Филин"
 PROV6272:0 "Кавера Венедская"
 PROV6273:0 "Софа"
 PROV6274:0 "Кунегрия"
 PROV6275:0 "Коротан"
 PROV6276:0 "Венедикания"
 PROV6277:0 "Дуретика"
 PROV6278:0 "Морнал"
 PROV6279:0 "Вадина"
 PROV6280:0 "Бригаре"
 PROV6281:0 "Фоллия"
 PROV6282:0 "Курета"
 PROV6283:0 "Анакурета"
 PROV6284:0 "Анавенедика"
 PROV6285:0 "Нуллика"
 PROV6286:0 "Мароне"
 PROV6287:0 "Анавелла"
 PROV6288:0 "Гурина"
 PROV6289:0 "Толл"
 PROV6290:0 "Эгладия"
 PROV6291:0 "Воритта"
 PROV6292:0 "Тракилли"
 PROV6293:0 "Маккате"
 PROV6294:0 "Фелита"
 PROV6295:0 "Орона"
 PROV6296:0 "Кире"
 PROV6297:0 "Туре"
 PROV6298:0 "Бостор"
 PROV6299:0 ""
 PROV6300:0 ""
 PROV6301:0 "Рутубий"
 PROV6302:0 "Земур"
 PROV6303:0 ""
 PROV6304:0 ""
 PROV6305:0 ""
 PROV6306:0 ""
 PROV6307:0 ""
 PROV6308:0 ""
 PROV6309:0 ""
 PROV6310:0 ""
 PROV6311:0 "Креоны Южные"
 PROV6312:0 ""
 PROV6313:0 ""
 PROV6314:0 ""
 PROV6315:0 ""
 PROV6316:0 ""
 PROV6317:0 ""
 PROV6318:0 ""
 PROV6319:0 ""
 PROV6320:0 ""
 PROV6321:0 ""
 PROV6322:0 ""
 PROV6323:0 ""
 PROV6324:0 ""
 PROV6325:0 ""
 PROV6326:0 ""
 PROV6327:0 ""
 PROV6328:0 ""
 PROV6329:0 ""
 PROV6330:0 ""
 PROV6331:0 ""
 PROV6332:0 ""
 PROV6333:0 ""
 PROV6334:0 ""
 PROV6335:0 ""
 PROV6336:0 ""
 PROV6337:0 ""
 PROV6338:0 ""
 PROV6339:0 ""
 PROV6340:0 ""
 PROV6341:0 ""
 PROV6342:0 ""
 PROV6343:0 ""
 PROV6344:0 ""
 PROV6345:0 ""
 PROV6346:0 ""
 PROV6347:0 ""
 PROV6348:0 ""
 PROV6349:0 ""
 PROV6350:0 ""
 PROV6351:0 ""
 PROV6352:0 ""
 PROV6353:0 ""
 PROV6354:0 ""
 PROV6355:0 ""
 PROV6356:0 ""
 PROV6357:0 ""
 PROV6358:0 ""
 PROV6359:0 ""
 PROV6360:0 ""
 PROV6361:0 ""
 PROV6362:0 ""
 PROV6363:0 ""
 PROV6364:0 ""
 PROV6365:0 ""
 PROV6366:0 ""
 PROV6367:0 ""
 PROV6368:0 ""
 PROV6369:0 ""
 PROV6370:0 ""
 PROV6371:0 ""
 PROV6372:0 ""
 PROV6373:0 ""
 PROV6374:0 ""
 PROV6375:0 ""
 PROV6376:0 "Канал фараонов"
 PROV6377:0 ""
 PROV6378:0 ""
 PROV6379:0 ""
 PROV6380:0 ""
 PROV6381:0 ""
 PROV6382:0 ""
 PROV6383:0 ""
 PROV6384:0 ""
 PROV6385:0 ""
 PROV6386:0 ""
 PROV6387:0 ""
 PROV6388:0 ""
 PROV6389:0 ""
 PROV6390:0 ""
 PROV6391:0 ""
 PROV6392:0 ""
 PROV6393:0 ""
 PROV6394:0 ""
 PROV6395:0 ""
 PROV6396:0 ""
 PROV6397:0 ""
 PROV6398:0 ""
 PROV6399:0 ""
 PROV6400:0 ""
 PROV6401:0 ""
 PROV6402:0 ""
 PROV6403:0 ""
 PROV6404:0 ""
 PROV6405:0 ""
 PROV6406:0 ""
 PROV6407:0 ""
 PROV6408:0 ""
 PROV6409:0 ""
 PROV6410:0 ""
 PROV6411:0 ""
 PROV6412:0 ""
 PROV6413:0 ""
 PROV6414:0 ""
 PROV6415:0 ""
 PROV6416:0 ""
 PROV6417:0 ""
 PROV6418:0 "Термский пролив"
 PROV6419:0 ""
 PROV6420:0 "Эвлепа"
 PROV6421:0 ""
 PROV6422:0 ""
 PROV6423:0 ""
 PROV6424:0 ""
 PROV6425:0 ""
 PROV6426:0 ""
 PROV6427:0 ""
 PROV6428:0 ""
 PROV6429:0 ""
 PROV6430:0 ""
 PROV6431:0 "Палепафос"
 PROV6432:0 ""
 PROV6433:0 "Китрея"
 PROV6434:0 ""
 PROV6435:0 ""
 PROV6436:0 "Эгейское море"
 PROV6437:0 "Эгейское море"
 PROV6438:0 ""
 PROV6439:0 ""
 PROV6440:0 ""
 PROV6441:0 ""
 PROV6442:0 ""
 PROV6443:0 ""
 PROV6444:0 ""
 PROV6445:0 ""
 PROV6446:0 ""
 PROV6447:0 ""
 PROV6448:0 ""
 PROV6449:0 ""
 PROV6450:0 ""
 PROV6451:0 ""
 PROV6452:0 ""
 PROV6453:0 ""
 PROV6454:0 ""
 PROV6455:0 ""
 PROV6456:0 ""
 PROV6457:0 ""
 PROV6458:0 ""
 PROV6459:0 ""
 PROV6460:0 ""
 PROV6461:0 ""
 PROV6462:0 ""
 PROV6463:0 ""
 PROV6464:0 ""
 PROV6465:0 ""
 PROV6466:0 ""
 PROV6467:0 ""
 PROV6468:0 ""
 PROV6469:0 "Сарматский океан"
 PROV6470:0 "Роб'а"
 PROV6471:0 "Муса"
 PROV6472:0 "Амер"
 PROV6473:0 "Вардига"
 PROV6474:0 "Мескин"
 PROV6475:0 "Анфа"
 PROV6476:0 "Хеди"
 PROV6477:0 "Фредж"
 PROV6478:0 "Амар"
 PROV6479:0 "Бузеррара"
 PROV6480:0 "Амран"
 PROV6481:0 "Хаузия"
 PROV6482:0 ""
 PROV6483:0 ""
 PROV6484:0 "Ифран"
 PROV6485:0 "Тифлет"
 PROV6486:0 "Зиаида"
 PROV6487:0 "Мдакра"
 PROV6488:0 ""
 PROV6489:0 "Мзамза"
 PROV6490:0 "Сафим"
 PROV6491:0 "Азама"
 PROV6492:0 "Заакна"
 PROV6493:0 ""
 PROV6494:0 ""
 PROV6495:0 ""
 PROV6496:0 ""
 PROV6497:0 ""
 PROV6498:0 ""
 PROV6499:0 ""
 PROV6045:0 "Набатейская пустыня"
 PROV6046:0 "Аравийская пустыня"
 PROV6047:0 "Олниш"
 PROV6048:0 "Хиджаз"
 PROV6049:0 "Дальняя Пустынная Аравия"
 PROV6050:0 "Мегхалая"
 PROV6051:0 "Аруначал"
 PROV6052:0 "Чхаттисгарх"
 PROV6053:0 "Дакшина-Кошала"
 PROV6054:0 "Калингана"
 PROV6055:0 "Дандакаранья"
 PROV6056:0 "Гондвана"
 PROV6057:0 "Марудеса"
 PROV6058:0 "Абхира II"
 PROV6059:0 "Абхира"
 PROV6060:0 "Сиви"
 PROV6061:0 "Гедросия"
 PROV6062:0 "Парикания"
 PROV6063:0 "Париканиана"
 PROV6064:0 "Арал"
 PROV6500:0 "Малек"
 PROV6501:0 "Чупанан"
 PROV6502:0 "Хур"
 PROV6503:0 "Бейазе"
 PROV6504:0 "Ребет"
 PROV6505:0 "Базияб"
 PROV6506:0 "Атлантический океан"
 PROV6507:0 "Наейн"
 PROV6508:0 "Экда"
 PROV6509:0 "Бадруд"
 PROV6510:0 "Мехабад"
 PROV6511:0 "Херат"
 PROV6512:0 "Хармозея"
 PROV6513:0 "Пура"
 PROV6514:0 "Мадис"
 PROV6515:0 "Эттуар"
 PROV6516:0 "Трез"
 PROV6517:0 "Канасида"
 PROV6518:0 "Пхрада"
 PROV6519:0 "Сарматский океан"
 PROV6520:0 "Мефас"
 PROV6521:0 "Бадара"
 PROV6522:0 "Мосарна"
 PROV6523:0 "Коламе"
 PROV6524:0 "Малана"
 PROV6525:0 "Кабана"
 PROV6526:0 "Пагала"
 PROV6527:0 "Суакала"
 PROV6528:0 "Рапхане"
 PROV6529:0 "Чодда"
 PROV6530:0 "Песи"
 PROV6531:0 "Кокала"
 PROV6532:0 "Арбий"
 PROV6533:0 "Рамна"
 PROV6534:0 "Зетий"
 PROV6535:0 "Оскана"
 PROV6536:0 "Арбити"
 PROV6537:0 "Соксетра"
 PROV6538:0 "Бадара Париканийская"
 PROV6539:0 "Мусарна"
 PROV6540:0 "Коттабура"
 PROV6541:0 "Александрополь"
 PROV6542:0 "Актена"
 PROV6543:0 "Суфта"
 PROV6544:0 "Дирма"
 PROV6545:0 "Гуриана"
 PROV6546:0 "Арахот"
 PROV6547:0 "Джалдак"
 PROV6548:0 "Итуа"
 PROV6549:0 "Парабеста"
 PROV6550:0 "Ариаспа"
 PROV6551:0 "Этимандрия"
 PROV6552:0 " Александрия Профтазия"
 PROV6553:0 "Карура"
 PROV6554:0 "Багасса"
 PROV6555:0 "Деметриада Арахосская"
 PROV6556:0 "Годана"
 PROV6557:0 "Александрия Арийская"
 PROV6558:0 "Артакоана"
 PROV6559:0 "Сабарз"
 PROV6560:0 "Зранка"
 PROV6561:0 "Шахристан"
 PROV6562:0 "Каркуя"
 PROV6563:0 "Зимира"
 PROV6564:0 "Сурх"
 PROV6565:0 "Кадис"
 PROV6566:0 "Пхорана"
 PROV6567:0 "Астасана"
 PROV6568:0 "Парсия"
 PROV6569:0 "Гари"
 PROV6570:0 "Бигис"
 PROV6571:0 "Мастунг"
 PROV6572:0 "Чаман"
 PROV6573:0 "Карз"
 PROV6574:0 "Хаш"
 PROV6575:0 "Басма"
 PROV6576:0 "Абад"
 PROV6577:0 "Бемпур"
 PROV6578:0 "Парсикия"
 PROV6579:0 "Абши"
 PROV6580:0 "Саларунт"
 PROV6581:0 "Каната"
 PROV6582:0 "Тарукано"
 PROV6583:0 "Кабулия"
 PROV6584:0 "Кано"
 PROV6585:0 "Тафтан"
 PROV6586:0 "Булья"
 PROV6587:0 "Зендан"
 PROV6588:0 "Зейдан"
 PROV6589:0 "Таваккаль"
 PROV6590:0 "Сакастениана"
 PROV6591:0 "Шуру"
 PROV6592:0 "Гидриак"
 PROV6593:0 "Гедросиана"
 PROV6594:0 "Бост"
 PROV6595:0 "Деларам"
 PROV6596:0 "Энар"
 PROV6597:0 "Мезар"
 PROV6598:0 "Дарий"
 PROV6599:0 "Бирдженд"
 PROV6600:0 "Шехр"
 PROV6601:0 "Гонабад"
 PROV6602:0 "Деге"
 PROV6603:0 "Мила"
 PROV6604:0 "Месина"
 PROV6605:0 "Барда"
 PROV6606:0 "Хесида"
 PROV6607:0 "Сетур"
 PROV6608:0 "Куба"
 PROV6609:0 "Ортеспана"
 PROV6610:0 "Мусаи"
 PROV6611:0 "Александрия Кавказская"
 PROV6612:0 "Беграм"
 PROV6613:0 "Хадда"
 PROV6614:0 "Бамиан"
 PROV6615:0 "Гаузака"
 PROV6616:0 "Хоарена"
 PROV6617:0 "Пардии"
 PROV6618:0 "Ольтус"
 PROV6619:0 "Арбия"
 PROV6620:0 "Бамбакия"
 PROV6621:0 "Сангар"
 PROV6622:0 "Акага"
 PROV6623:0 "Тазора"
 PROV6624:0 "Лиман"
 PROV6625:0 "Каписса"
 PROV6626:0 "Камбоджа"
 PROV6627:0 "Астакана"
 PROV6628:0 "Ниса Паропамисадская"
